Img_src,Text
https://image.musinsa.com/mfile_s01/_lookbook/list5d89792aaea13,"텐블레이드(Tenblade)의 19 F/W 컬렉션은 'Return'으로 신구의 조합을 이룬 제품들을 선보인다. 스트릿한 재킷과 팬츠, 스웨트셔츠, 후드 등 그래픽과 패턴 디자인에 중점을 둔 다양한 아이템들을 선보인다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d897c8c9506b,"쏘우클래식(SEWCLASSIC)의 SECOND LABEL 'SWCL'이 2019 F/W 1ST 시즌 룩북을 공개하였습니다. 복잡한 디테일들을 생략한 미니멀한 디자인, 오버사이즈의 편안한 실루엣 등에 포커스를 맞춰 트렌디, 캐주얼, 스트릿 등 다양한 스타일링에 편하게 매칭되고, 남녀 누구에게나 활용도 높은 유니섹스 아이템들로 구성되어 스타일리시하고 트렌디한 무드로 표현됩니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d89ceb91ef60,"베이지, 빛바랜 오랜지 컬러 등 뉴트럴 톤의 컬러들이 올가을 트렌드로 제안됩니다. 블루종, 재킷, 트렌치코트 등 다양한 아이템을 뉴트럴 톤으로 매치하면 클래식하면서도 우아한 스타일링을 완성할 수 있습니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d89829db61eb,"다루기 쉬운 소재와 세심한 디테일이 녹아든 입을 때도, 입지 않을 때도 편안한 옷. 웰메이드컴(WELLMADECOM)의 19 F/W 컬렉션."
https://image.musinsa.com/mfile_s01/_lookbook/list5d89628fb0b8f,"전략적인 테일러드 와 옷의 근본인 기본과 클래식 참조,  현대 컬쳐 사이에  영감을 받아 만들어진 디자인이 컨셉이다. 유렵의”클래식”한 의복을 재료 삼아 디자인을 선보이며 모든 요소의 가능성을 지향하는 남성복 디테일이 있는 디자인과 유행을 타지 않는 클래식한 실루엣에 시대를 뛰어넘은 가치와 세련미를 보여주고 싶다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d89762f5e79f,"2019년 레이토그의 가을 컬렉션은 우아하고 당당한 여성의 컨템퍼러리 룩을 표현하였다. 하나의 재킷이지만, 코디하는 방식에 따라 레이토그만의 매니시한 당당함과 새롭고 여성스러운 우아함을 강조하였고,여러 가지의 이너아이템보다는 재킷과 활용성을 겸비한 하의 팬츠에 주력으로 힘을 실었다. 과하지 않은 레트로 느낌의 글렌체크와 브라운 계열의 클래시컬한 아이템, 그것들을 뒷받침할 수 있도록 남성의 테일러드 방식을 토대로 미적 아름다움을 표현하였다.이와 같이 레이토그의 가을 컬렉션은 '멋'이라는 일상 속에서의 현실성과 과하지 않은 디테일로 여성스러움을 표현하였다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d89bdefd0f1c,GIRLISH VINTAGE CLASSIC. 빈티지 클래식에 대한 펀프롬펀의 유쾌한 재해석. 펀프롬펀의 19’fw 컬렉션은 ‘mother’s closet’을 주제로 걸리쉬한 감성의 빈티지 클래식 디자인을 선보인다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d89caddf0f95,"나른한 오후, 반복되는 일상 속에서 행복을 좇는 평범한 이들에게 이 컬렉션을 바칩니다. 이번 컬렉션은 꾸미는 것을 좋아하는 평범한 이들을 위해 편안함에 포커스를 맞췄습니다. 편안함과 평범함이라는 단어에 걸맞은 컬러감과 실루엣, 그리고 과하지 않은 디테일을 선보입니다. 전체적으로 점잖고 깔끔한 구성이지만 약간의 익살스러움을 놓지 않은 반원의 19 F/W 1차 딜리버리입니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d89782b4c0df,화려하진 않아도 고급스럽고 멋부리지 않은듯하지만 세련된 맥우드건 스트릿룩을 만나보세요. 하이 퀄리티의 빈티지 클로딩 셔켓과 돌먼 슬리브의 오버핏 티셔츠 등 을 제안합니다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d89cfff4126b,"백남준에 대하여- 오래전부터 백남준에 대해 관심을 가지고 흥미를 느껴왔습니다. 언젠가 백남준을 주제로 옷을 만든다면 ""재밌겠다"" 라는 막연한 기대감을 가지고 있었고 결국 백남준까지 오게 되었습니다. 비디오아트의 창시자이면서 전위 예술운동 플럭서스의 멤버로 활동하던 백남준은 어떤 사람이었고, 그가 담고 싶어 했던 메시지는 무엇인지 그의 발자취를 따라가는 긴 여정을 담아낸 컬렉션입니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d8997bf968e5,아쿠드(ACUD)의 이번 FALL 컬렉션은 동명의 기타 연주곡 ‘ADELITA’를 모티브로 클래식한 색감과 실루엣을 바탕으로 모던한 절개 라인과 페미닌한 디테일을 가미하여 부드러우면서도 당당하고 엣지 있는 아쿠드 만의 스타일을 표현했다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d89cb45e2895,무채색의 액티브한 포인트에 젊음을 표현한 비비드한 컬러를 입혀 새로운 가능성을 실험하는 비상과 역동적인 청춘을 표현한 티아즈(TEEAZ)의 19 F/W 컬렉션입니다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d89d6c562a37,이치미 19 FALL / WINTER의 주제는 DOWNTOWN GIRL입니다. 현시대를 살고 있는 한 소녀의 일상을 상상하며 시작된 시즌이며 소녀의 다양한 모습을 보여주고자 했습니다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d89d3ee02d82,멋진 파스텔톤 색감과 미니멀하면서 클래식한 무드에 디테일로 포인트를 준 디오라 가을 컬렉션입니다. 은은한 컬러와 디테일로 포인트를 줄 수 있는 세련된 룩을 제안합니다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d882198c071c,"19년 가을 시즌 테마는 새로움에 관한 주제로 풀어내며, 10주년을 기념하여 새로운 베이직 크루넥 제품들이 소개됩니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d88807a6b188,"2019 autumn  Winter Collection - Local Punk Girls -   러닝하이의 2019 fw 시즌은 'Local Punk Girls'를 테마로 하여 펑크함이 가미된 스트릿 무드를 제안합니다. 파트 2로 기모 원단의 스웨트셔츠, 후디를 기본으로 코듀로이 BOTTOM 아이템과 피쉬테일코트, 앤젤 써지컬 목걸이 등 다양한 아이템을 전개하여 보편적인 흐름에서 한 톤 벗어난 소녀들의 모습을 담아내었습니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d887c832b231,"마우이앤선즈의 19 A/W 컬렉션은 ‘CITY AND SONS’라는 슬로건으로 전개되었다. 무리 지어 다니는 우리의 밤과 낮, 마우이앤선즈의 시각으로 재해석한 도시는 유스 컬처로 가득하다. 기존 캘리포니아 베이스의 액티브한 무드를 덜어내고, 뉴욕을 베이스로 도시의 감성을 입혔다. 'CITY AND SONS'의 테마를 표현한 CITY POP FLEECE JACKET, 시그니처 라인인 COOKIE LOGO의 제품군을 모노톤의 컬러와, 루즈핏 실루엣으로 표현해 도시의 미니멀리즘을 강조하였다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d8819e9b8016,"LOOKAST 19 FW PART#1. 차분하고 자유로운 감성의 룩캐스트 컬렉션 PART#1. 톤다운된 컬러감과 여유롭고 간결한 균형감이 돋보이는 실루엣이 특징이며 다양한 체크 소재의 아우터 및 부드러운 소재감을 살린 이너웨어, 일상에서 돋보이는 캐주얼 라인과 시그니처 코트, 활용도가 높은 숏 재킷으로 가을/겨울 계절에 따라 다양한 연출이 가능한 자유로운 감성의 룩캐스트 컬렉션 PART#1"
https://image.musinsa.com/mfile_s01/_lookbook/list5d88303083242,2019년 밀라노 거리에서 영감을 받아 제작한 (M)시리즈 라인으로 여유 있고 편하지만 라인을 잡고 핏을 살린 데님 시리즈입니다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d88136e39af5,"매 시즌 최고급 원단, 부자재, 제품마다 매번 새로운 패턴을 만들어내 동양인의 체형에 맞춰 이태리 명품 패턴을 기반으로 최고급 퀄리티와 합리적인 가격으로 제공하고자 하는 페이탈리즘의 정체성을 잊지 않고 곧게 나아갈 것입니다. 19F/W 시즌도 다름없이 트렌드는 놓치지 않으면서 페이탈리즘만이 자신하는 패턴과 정체성을 가지고 본떠 만든 스트레이트핏 라인을 시작으로 선보입니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d8878702b3e4,"#MLBCREW IN SHANGHAI. 옛스러움과 모던함이 공존하는 상해에서의 하루. 가장 패셔너블한 힙플리스 #MLB보아플리스 와 클래스가 다른 클래식, 요즘 클래식 #MLB모노그램 의 다양한 제품들로 연출한 쿨하고 시크한 스타일링에 주목해보세요."
https://image.musinsa.com/mfile_s01/_lookbook/list5d8832dd27b5d,서로에 대한 외로움과 사랑을 공유하는 론리 하트 클럽. 더완더만의 컬러로 90년대 캠퍼스 무드를 담아내었다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d8812961a527,"아워스코프는 우리의 범위, 가능성이라는 뜻입니다. 우리는 캐주얼웨어를 중심으로 다양한 감성을 섞어 현대적인 분위기로 연출합니다. 우리는 옷의 범위를 의복을 넘어서 자기 표현의 수단으로 생각합니다. 아워스코프의 이번 2019F/W 시즌은 전체적인 조화에 중점을 둔 컬렉션입니다. 색감, 원단, 실루엣 등 전체적인 밸런스를 고려한 제품들을 제안합니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d880f834d8e6,"빠르게 지나가는 시간 속에서 헤매느라 지치고 힘들 때, 아무런 걱정도 고민도 없던 그리운 일상들이 떠오르곤 하죠. 그럴 땐 잠시 돌아서서, 추억을 찾아 여행을 떠나보는 건 어때요? 과거에 두고 온 소중함이 당신을 반겨줄 거예요. 그동안 너무 달려오지만은 않았나요? 잠시 쉬어가도 괜찮아요."
https://image.musinsa.com/mfile_s01/_lookbook/list5d8814a1b6c33,"‘반복’이라는 메시지에서 출발 한 이번 컬렉션은 개인 간, 집단 간의 이해관계로 인한 세계적 갈등의 반복에 집중했습니다. 전체적으로 반복되는 직선의 디테일, 소재, 컬러의 믹스매치로 컬렉션을 전개합니다. 19FW 컬렉션 캠페인 라인은 일상생활에서도 누구나 착용할 수 있는 아이템들로 구성하였습니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d888edf56203,이번 가을 컬렉션은 심플한 미니멀 라인과 트렌드에 맞춰 얼스 컬러(EARTH COLOR)로 제작하였다. 어디에나 매치하기 좋은 미니멀한 디자인에 포인트를 주어 단순함안에 독특함을 더해주어 조금은 유니크한 실루엣을 더해주었다.'단순하지만 단순하지 않게'라는 슬로건으로 다양한 아이템을 선보였다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d8812e82dc1b,기프트오리지널(GIFTORIGINAL)의 2019 F/W 1차 딜리버리가 발매되었습니다. 눈으로 보여지는 감각적인 비주얼과 입었을때 느껴지는 입체적인 착용감을 표현하기 위해 절제된 동작과 자연스럽게 느껴지는 분위기를 풀어보았습니다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d88260e644a8,10주년을 기념하여 새로운 베이직 크루넥 제품들이 소개됩니다. PART 02.
https://image.musinsa.com/mfile_s01/_lookbook/list5d88110e57f6c,"SANTA CRUZ 는 1973년 미국 캘리포니아 산타크루즈에서 시작되어 스케이터들 사이에서 큰 인기를 얻고 있는 브랜드입니다. 가장 주목되는 아트웍인 ' Screaming Hand' 를 반영하여 산타크루즈만에 문화를 나타내고 있고, 프리미엄 한 제품을 스케이터들뿐만 아니라 다양한 소비자들도 접 할수 있도록 하였습니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d88578a6cfcc,"""Class of '19 - School of Hard Knocks""를 시즌 컨셉트로, 레트로 스쿨룩을 기반으로 한 의류들을 선보입니다. 19년도 졸업생이라는 뜻과, 2019년의 시점으로 1990년대를 바라본다는 중의적인 의미의 Class of '19을 테마로 스포츠 캐주얼, 프레피룩 등 시대의 유스 컬쳐를 그레이휴의 관점으로 재해석하였습니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d8885661dd33,"매스노운의 19 A/W ""THE ENVIRONMENT"" 캠페인은 '환경'으로 오늘날 우리는 환경오염이 얼마나 심각한지를 인식해야 한다는 점을 말하고자 하였다. 매스노운만의 스트릿한 무드로 표현한 컬렉션이며 전체적으로 톤 다운된 컬러감과 유틸리티한 포켓 디테일이 다양한 상품에 조화롭게 구성되어 있다. MASSNOUN은 '셀 수 없는 명사'를 뜻하는 사전적 표현의 의미를 두었습니다. 그래서 우리는 정형화되고 제한된 틀에서 벗어나 셀 수 없는 가치를 지닌 명확한 스타일을 지향하는 브랜드로 거듭나고자 합니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d8829b75491e,"기존에 플라즈마스페어에서 볼수있었던 비비드한 컬러감의 스타일이 아닌 레드, 화이트, 블랙을 바탕으로  더욱 강렬하면서 정돈된 스트리트 감성을 전달한다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d8872b31cc98,"소프트한 드레이퍼리. 옷을 입었을 때 생기는 자연스러운 주름처럼 여유있는 흐름을, 볼드 하지만 차분하며 정제된 스타일로 부드럽고 가벼운 무드로 표현한 코르카 1차 가을 아이템."
https://image.musinsa.com/mfile_s01/_lookbook/list5d88153ed3018,"다채로운 컬러와 사이즈의 믹스매치. 남녀 누구에게나 자신이 원하는 컬러대로, 사이즈도 마음대로를 보여주는 19F/W-20S/S의 페니백과 페니백 미니"
https://image.musinsa.com/mfile_s01/_lookbook/list5d8869dc6f0ef,"LOVE & HURT"" 라는 테마 아래 다양한 그래픽을 선보이는 팻벨리의 이번 가을 컬렉션은 캐주얼 하면서도 과하지 않은 팻벨리만의 스트리트 무드를 자연스럽게 풀어내고 있다. 심플한 로고 셔츠부터 후드와 맨투맨 등과 같은 스웨트셔츠와 팬츠까지 다양한 상품들로 구성된 팻벨리의 이번 시즌을 확인해 보자."
https://image.musinsa.com/mfile_s01/_lookbook/list5d888db3dae24,"ffai 2019 A/W 1st Capsule은 주근깨 가득한 개구쟁이 소년,소녀의 꾸미지 않은듯한 모습과 트랜디한 컬러감으로 새롭게 전개되는 ffai의 1st A/W Capsule입니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d888e6dd5021,"유니스디자인의 19 FW 메인 슬로건은 “SEEMS LIKE”입니다. 트렌드를 반영하되 언제나 유니스디자인 스러운 옷을 만드는 브랜드의 아이덴티티를 담아 유니스디자인 다운 , 유니스디자인 스러운 제품들로 구성된 컬렉션이며, 늘 그렇듯 일상 속 자주 손이 가는 웨어러블한 디자인을 선보입니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d8852acd8d62,"제이에스티나 2019 F/W 뉴 비쥬얼 DEW LINE, VIVI LINE 최초 공개! 아크릴 스트랩으로 더욱 위트를 더한 F/W 컬렉션. 수납력 좋은 미니 백으로 따뜻하고 사랑스러운 아이템을 준비했습니다. 제이에스티나가 제안하는 트렌디하고 페미닌한 라이프 스타일을 만나세요."
https://image.musinsa.com/mfile_s01/_lookbook/list5d886fa714f5e,"컬러스튜디오 페넥의 19FW 시즌을 알리는 컬러- 플럼퍼플이다. 늘 꾸준하게 사랑받는 미니포켓, 미니월렛2, 트리플포켓, 폴드월렛에 한 층 깊이를 더한 뉴 컬러가 돋보이는 룩북이다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d8493d99d158,디스이즈네버댓(THISISNEVERTHAT)의 FW19 ‘Prep-School Gangster’는 90년대 뉴욕 10대들이 즐겨 입던 스타일에서 영감을 받아 콘셉트를 보여주는 다양한 그래픽과 스타일로 구성했습니다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d849a2489d04,2019년 가을 베이스모먼트(BASEMOMENT)의 첫 번째 컬렉션입니다. 톤 다운된 제품들로 구성하여 가을 날씨에 어울리는 기본에 충실한 제품들로 베이스모먼트만의 스타일을 멋스럽게 풀어내었습니다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d84787f1303c,"19-20 Fall/Winter 시즌의 Mmlg는 To Build up clothing based on the initial work을 슬로건으로 하여, 처음으로 옷을 만들었던 순간을 기억하며 컬렉션을 풀어나가는 레이블입니다. 데일리한 생활 안에서 적절하게 배치된 컬러와 로고플레이를 기반으로 하여 다양한 제품군을 선보입니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d842decb9818,브라운브레스의 2019FW 시즌의 주제는 'DON'T FORGET WHAT THEY DID'입니다. 새로운 시작을 준비하기 위해 과거를 돌아보며 떠올렸던 것들에 대한 이야기를 담은 이번 주제는 어떤 이들에게는 감사의 뜻으로 또 누군가에게는 반대의 의미로 받아들일 수 있는 이중적인 의미를 담았습니다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d8430cf70e9e,미니멀리즘을 표방하는 브랜드 감성을 이번 시즌 또한 고급스러운 소재감과 고감도 디자인으로 선보입니다. 단조로움을 벗어난 간결함 그안에 모디파이드의 감성을 믹스한 컨템포러리 컬렉션을 연출합니다. 모디파이드는 한층 더 입체적인 테일러링과 하이 퀄리티 제품을 만들기 위해 전문적인 테일러드 봉제 라인과 협업을 맞추고 있습니다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d848d8b172de,"90년대 아이덴티티를 신선하고 모던한 에너지로 재탄생 시킨 ‘타미 진스(Tommy Jeans)’. 타미 진스 2019년 가을 컬렉션은 브랜드의 전통과 기능적인 결합에서 영감을 받았으며, 특유의 재치를 가미한 데님 클래식 아이템들을 선보인다. 기존에 사용되지 않은 재고 원단과 부자재로 제작된 다양한 음영의 블랙 컬러가 돋보이는 데님 카펜터 재킷을 포함하여 지속 가능한 타임리스(Timeless) 스타일을 재해석했다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d841bcaad1a6,"’FLOWING AS IT FLOWS.’ ‘흐르는대로 흘러가다.‘라는 주제. 틀에 갇혀진 현대인들의 지친 삶을 위로하고자 한다. 데끼컷과 그레이쉬한 톤으로 지친 삶을 이미지화하고, 그런 삶을 감싸주고자 하여 얽매이지 않는 박시하고 흐르는 듯한 루즈한 실루엣을 제안한다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d845cbca1bf6,"색이 점점 짙어 번져가는 니티드의 19 f/w 2nd Collection 입니다. 화려한 디테일을 없애고 꼭 필요한 것들로만 담아낸 뉴 컬렉션은 감도 좋은 니트웨어들로 구성되었으며, 오랜 노하우와 기술력으로 유행의 홍수 속에서도 브랜드의 색깔을 그대로 유지하는 독자적인 제품을 완성하였습니다. 한층 더 내추럴한 실루엣과 시그니처 디테일, 편안한 넉넉한 품 등 세심한 변화를 주었고, 채도가 적은 컬러웨이로 전개하여 차분한 무드를 형성하며, 소재별 특유의 느낌으로 자연스러운 발색을 표현해 매력을 더했습니다. 투-오버핏의 다양한 니트웨어, 스테디셀러 상품들의 리뉴얼 버전 등으로 구성하여 누구나 쉽게 접근하여 어우러질 수 있습니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d842c9b26a8b,"2019년 가을, 겨울 시즌 어반플레이어스의 컨셉은 '컬러 이즈 에브리띵'이다. 말 그대로 컬러에 모든 포커스를 맞춰 만들어낸 컬렉션이다. 그만큼 다채롭고 매력적인 컬러의 제품들을 만나볼 수 있으며 헤비 스웨트와 피그먼트로 이뤄진 스웨트들은 어반플레이어스의 시즌 감성이 한껏 묻어나 있다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d8462cb07340,"매시즌 오리지날 그래픽을 선보이는 그라운드워크의 19FW 가을 신상은 브이넥 스웻셔츠와 로고자수 후디, 스트라이프 크루넥, 심플한 프린트 스웨터 등 기존의 옷들과 믹스매치하기 용이한 아이템들로 구성되어 있습니다. 아무도 없는 빈집에 혼자 있는 듯한 가을의 공허함과 쓸쓸함을 주제로 촬영 하였습니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d849095209ea,"베테제 2019 F/W 테마는 스트릿웨어 감성의 ""UPCASUAL"" 컨셉으로 한층 더 업그레이드된 시그니처 캐주얼 유니섹스 라인을 만나보실 수 있습니다. 유스컬처가 반영된 편한 라이프 스타일을 생각하여 스포티함과 베테제의 오리지널 아이덴티티를 제품 곳곳에 녹여 기본 로고플레이에 충실하되 트렌디한 컬러웨이로 어느 옷에서나 매치할 수 있는 다양한 스타일의 룩을 선보입니다."
https://image.musinsa.com/mfile_s01/_lookbook/list5d8479ce596b0,"Sebs.(셉스) 2019-2020 Fall / Winter 시즌의 ""CORDUROY COLLECTION"" 룩북과 영상이 공개되었습니다. 기본에 충실한 Original LINE으로 레이블로고가 특징인 BALL CAP입니다. 골이 넓은 코듀로이 원단을 사용하여 한줄 씩 섬세하게 제작합니다. 따듯한 코듀로이 소재와 셉스의 무드가 담긴 다양한 컬러로 구성된 19-20 FW 코듀로이 컬렉션을 룩북에서 경험해보세요."
https://image.musinsa.com/mfile_s01/_lookbook/list5d84856fb2a42,21세기 '쿨(Cool)'의 모델을 대표하는 하나의 패션 코드로 퍼스텝은 2000년대 영국의 스트리트 룩에 주목했다. 이번 시즌 '거칠지만 세련된 것'이란 주제로 아메리칸 스포티즘에 유럽식 스트리트 룩을 추가하여 그동안 짙었던 오버핏에 대해 구체적인 변화를 시도한다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d841fe0e68ff,자연(Nature)에서 영감받은 부드러운 컬러감 사용과 캐릭터 일러스트레이터 'MOCO' 와의 콜라보로 프리미엄 캐주얼 브랜드 아쵸(Acho)의 새로운 모습을 볼 수 있는 2019 F/W 컬렉션. 정형화되지 않은 디테일과 편안하게 입을 수 있는 아이템으로 구성하였습니다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d84843165e11,FFF(Fun Follows Function/재미는 기능을 따른다)는 일상의 FUN(재미)한 감성을 고객에게 전달하고 최근 트렌드로 자리 잡은 유스 컬처 스타일을 선보인다. FFF의 F/W 컬렉션은 트렌드를 즐기는 YOUTH 세대들이 즐기는 스트릿 한 감성의 디자인으로 다양한 컬러웨이와 그래픽이 포함된 오버핏의 맨투맨과 후드티셔츠가 메인 라인업이다. 재미있는 그래픽이 가미된 화보는 FFF의 아이덴티티를 잘 표현하고 있다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d846ba4d9cf0,LAB TWELVE 는 당신의 열두 달을 생각합니다. 매달 조금씩 달라지는 계절과 매일의 일상과 순간순간의 기분을 고민합니다. 우리는 심플함과 핏의 아름다움을 추구합니다. 당신의 열두 달이 조금씩 새롭고 늘 편안할 수 있는 옷을 연구합니다. 우리가 지은 옷이 당신의 열두 달을 풍요로이 채울 수 있길 바랍니다. 그래서 당신의 매일이 안녕했으면 좋겠습니다.
https://image.musinsa.com/mfile_s01/_lookbook/list5d841ed8b498a,"샌드파이퍼(SANDPIPER)의 19 F/W 시즌은 ‘AWAY OF LIFE’라는 슬로건 아래, 일상생활 외 다양한 라이프스타일을 즐기자는 콘셉트로 전개하였습니다. 메인 아트웍은 LA 메탈의 상징인 ROSE를 너무 과하지 않게 그려냈습니다."
